"TRAM","Rang","GEOM_WKT"
"T14139N","25-30 µg/m³","MultiLineString ((428467.41534911 4585459.88367203, 428503.1989998 4585406.38231386, 428524.93886479 4585384.0821126, 428542.49875245 4585365.63494934, 428555.19171412 4585357.96684039, 428572.45873043 4585356.5817067, 428588.1587942 4585361.79159551, 428606.67890442 4585372.56147175, 428606.67890063 4585372.06147095))"
"T19123Z","20-25 µg/m³","MultiLineString ((426390.61062064 4583287.95616613, 426325.30517412 4583374.1817951))"
"T20247F","20-25 µg/m³","MultiLineString ((431251.52578541 4588777.65380396, 431252.98883126 4588783.40180197, 431254.97586802 4588787.84479394, 431258.48390981 4588792.63977495, 431262.22594133 4588796.03075196, 431267.60497804 4588799.77171713))"
"T09405B","25-30 µg/m³","MultiLineString ((433382.60621837 4584969.46163621, 433278.26284962 4585073.48958301))"
"T02713I","25-30 µg/m³","MultiLineString ((431151.09773197 4584568.91491402, 431132.17385146 4584588.45708677))"
"T02634K","25-30 µg/m³","MultiLineString ((431500.79601365 4584403.55701738, 431465.84723198 4584439.34033603))"
"T17862T","15-20 µg/m³","MultiLineString ((427533.32935696 4585916.81351492, 427539.17433979 4585913.34646488, 427541.53435187 4585914.45744869, 427545.14437745 4585917.09542541, 427556.25248826 4585929.45336056, 427560.97352292 4585933.06333037, 427565.69454812 4585935.4232982, 427572.22056352 4585936.11824961, 427576.52556916 4585935.97921661, 427585.13356256 4585933.34114686, 427608.46049474 4585919.5939473, 427617.62446694 4585914.03986866, 427623.17848188 4585914.8738277, 427637.75854867 4585920.704726, 427645.8115822 4585923.48166912, 427654.94061023 4585925.31060253))"
"T08076A","25-30 µg/m³","MultiLineString ((428792.85852714 4584364.16251681, 428766.90471175 4584393.71875918, 428754.42481603 4584409.97087881, 428742.42093666 4584428.27499793))"
"T01587Q","20-25 µg/m³","MultiLineString ((431342.18923384 4581308.08750099, 431363.43519188 4581298.23832493, 431370.54617236 4581294.22226489))"
"T13246L","20-25 µg/m³","MultiLineString ((429448.51641883 4586853.70443152, 429446.14148137 4586862.44946354, 429439.57960274 4586879.81954117, 429418.35071602 4586899.11873348, 429395.96281145 4586916.29593122, 429374.15491655 4586934.6311264, 429353.89000941 4586951.03530675, 429330.15213782 4586972.84452214, 429313.68226616 4586993.15867984, 429297.54246547 4587022.77884984, 429297.54246169 4587022.27884904))"
"T16071S","25-30 µg/m³","MultiLineString ((430680.73593249 4583902.24846528, 430699.22310237 4583920.82135347, 430701.8121113 4583921.46833485, 430731.32639133 4583952.2771581))"
"T05953I","20-25 µg/m³","MultiLineString ((432349.50699172 4586336.94461629, 432348.18931541 4586379.95169481))"
"T08236Y","25-30 µg/m³","MultiLineString ((430093.39777819 4583738.44166961, 430073.73090104 4583758.5818498))"
"T04342J","20-25 µg/m³","MultiLineString ((430304.84986598 4584627.02140647, 430277.85903426 4584654.61965241))"
"T08536H","25-30 µg/m³","MultiLineString ((428742.42093666 4584428.27499793, 428720.67518256 4584465.03321917))"
"T09577U","20-25 µg/m³","MultiLineString ((432894.60568393 4585657.18540744, 432861.42289674 4585692.03371412))"
"T06067R","25-30 µg/m³","MultiLineString ((432397.92982021 4586436.46840847, 432396.15535619 4586507.59453521))"
"T03443J","25-30 µg/m³","MultiLineString ((427923.6375471 4580595.00336689, 427928.82447023 4580583.8203102))"
"T17445G","20-25 µg/m³","MultiLineString ((428265.63510277 4582837.22920694, 428214.61487266 4582817.33156478))"
"T12356M","20-25 µg/m³","MultiLineString ((431401.49631997 4587893.84726847, 431362.52246805 4587921.36060725))"
"T19435M","20-25 µg/m³","MultiLineString ((432120.28430608 4587217.25575219, 432126.40959773 4587254.500765))"
"T12538Q","20-25 µg/m³","MultiLineString ((430445.50714701 4587274.57752287, 430467.69612418 4587267.01734282))"
"T20019V","25-30 µg/m³","MultiLineString ((433891.08402786 4584447.44099777, 433888.05787772 4584428.3159916, 433772.00941793 4584391.3068133, 433748.14244575 4584399.78300674))"
"T07589Q","20-25 µg/m³","MultiLineString ((426723.22283671 4581141.00833798, 426619.21313772 4581070.09601968))"
"T18484R","20-25 µg/m³","MultiLineString ((427838.21510232 4580949.02456222, 427842.54415006 4580954.43453763))"
"T00234Q","20-25 µg/m³","MultiLineString ((432089.99002138 4581259.63476159, 432094.0199062 4581243.65270651))"
"RD0069Q",">40 µg/m³","MultiLineString ((428175.14204433 4585857.70364469, 428183.32208707 4585879.87550189, 428187.64601251 4585891.46597322))"
"T01610Y","25-30 µg/m³","MultiLineString ((431309.15803442 4581420.18892317, 431341.82685618 4581390.07862951, 431345.88883642 4581386.65059348, 431367.97474025 4581369.49639985))"
"T21330D","20-25 µg/m³","MultiLineString ((430253.0139581 4587289.03900445, 430226.92898546 4587297.96921713, 430223.3249788 4587297.82524431))"
"T19269Q","25-30 µg/m³","MultiLineString ((428647.86501174 4584588.87796107, 428622.27431734 4584634.26822464, 428618.63638642 4584644.09026721, 428605.7236265 4584678.28341729))"
"T12878H","15-20 µg/m³","MultiLineString ((431278.73633602 4589899.77536758, 431254.45425341 4589893.86254229, 431238.3671649 4589885.49165103, 431206.75699626 4589869.73786578, 431189.12187745 4589857.68998046, 431162.04564737 4589832.90514664, 431130.73937636 4589803.59133773, 431125.95230026 4589794.53935975, 431121.60216379 4589777.43536579, 431116.81409091 4589768.80738849, 431109.05901492 4589760.37843398))"
"T11097I","20-25 µg/m³","MultiLineString ((428088.46946857 4583579.3356867, 428155.52084329 4583614.97023059))"
"T04761Y","25-30 µg/m³","MultiLineString ((431505.80052834 4585390.96248801, 431507.62485259 4585433.43654227))"
"T09726P","20-25 µg/m³","MultiLineString ((433371.12896899 4586126.11955036, 433419.72238329 4586170.9372541))"
"T06254S","20-25 µg/m³","MultiLineString ((432156.33720568 4587592.57707512, 432028.68223822 4587622.92808974))"
"T11105R","20-25 µg/m³","MultiLineString ((428305.64988803 4583590.2700503, 428355.04832502 4583637.69274647))"
"T17427E","20-25 µg/m³","MultiLineString ((432299.62396717 4586211.81979423, 432215.77882824 4586210.55442667))"
"T13708U","25-30 µg/m³","MultiLineString ((428399.58508939 4579515.57608051, 428422.31392714 4579489.58386753, 428515.39367375 4579437.32307922, 428571.08261469 4579418.25562648, 428576.12360693 4579416.21258501))"
"T21180H","25-30 µg/m³","MultiLineString ((432410.29048458 4584806.81574565, 432486.10517846 4584882.65128681))"
"T03430E","25-30 µg/m³","MultiLineString ((427182.82304376 4580811.10133352, 427015.72783763 4580817.95761483))"
"T12111T","25-30 µg/m³","MultiLineString ((431698.26447803 4586665.98306936, 431661.71142379 4586666.28234651))"
"T05295X","25-30 µg/m³","MultiLineString ((429305.2278665 4586677.94624158, 429292.51849956 4586632.07526511, 429285.89642789 4586623.96130256, 429248.98921614 4586603.53555083, 429233.85811612 4586593.41764985, 429223.22100489 4586580.89871082))"
"T19000P","20-25 µg/m³","MultiLineString ((429523.45842624 4586707.28762765, 429503.26436414 4586703.21077482, 429462.65033393 4586707.51809077, 429425.17629294 4586709.76137952, 429416.07129384 4586711.74045197, 429381.70638927 4586731.3677448))"
"T19037C","25-30 µg/m³","MultiLineString ((429982.37148221 4583196.13269131, 429902.42016038 4583170.02525993))"
"T01601X","20-25 µg/m³","MultiLineString ((431257.38993117 4581285.5101088, 431258.72192247 4581284.09409653, 431275.35985526 4581271.85895171, 431282.14282886 4581267.00289287, 431285.30381505 4581264.54186515, 431308.43772307 4581247.72366408, 431328.98563851 4581232.4094849, 431351.40056411 4581218.05229305, 431374.85549168 4581203.74309339))"
"T11194I","20-25 µg/m³","MultiLineString ((428007.12581561 4584167.73120064, 428039.21495284 4584179.2349738))"
"T05117G","25-30 µg/m³","MultiLineString ((429968.73159664 4586374.63970768, 429819.59525744 4586360.2828197))"
"T00061N","20-25 µg/m³","MultiLineString ((432207.58175361 4581068.82557749, 432238.20801014 4580964.71218531))"
"T17775V","20-25 µg/m³","MultiLineString ((428174.36320156 4582079.04174168, 428232.9267856 4582144.01939571))"
"T10789Z","20-25 µg/m³","MultiLineString ((427040.53347989 4583399.85938973, 427148.06219095 4583471.48368052))"
"T07308T","20-25 µg/m³","MultiLineString ((427942.40270566 4582060.94147854, 427984.21413356 4582108.77123377))"
"T18662R","15-20 µg/m³","MultiLineString ((425311.43266588 4583778.31113239, 425308.39066568 4583778.90915647, 425308.20893637 4583814.58821239, 425307.84504226 4583828.60423659, 425304.02221742 4583852.45130215, 425292.55436407 4583874.11342258, 425288.48337041 4583875.78445614))"
"T07398L","25-30 µg/m³","MultiLineString ((427860.83289001 4582496.77576665, 427798.21751279 4582591.51038803))"
"T05178T","25-30 µg/m³","MultiLineString ((429783.53372378 4586957.64704804, 429756.71691226 4586988.01530052))"
"T11495S","20-25 µg/m³","MultiLineString ((428637.9653513 4584504.066908, 428598.67868043 4584555.34228477))"
"T19041Y","20-25 µg/m³","MultiLineString ((431193.34418148 4581463.12286636, 431169.04131685 4581485.88808536, 431166.18733685 4581489.10211191))"
"T04261J","20-25 µg/m³","MultiLineString ((430225.39024902 4584562.10191117, 430261.13253236 4584592.07468462))"
"T19188Q","30-35 µg/m³","MultiLineString ((432000.98485177 4588237.32527295, 432018.41197587 4588250.13616125))"
"T11083C","25-30 µg/m³","MultiLineString ((427787.42356263 4583916.20049091, 427779.77650077 4583909.62253912, 427788.98142554 4583897.84845114))"
"T17619K","20-25 µg/m³","MultiLineString ((432281.96008871 4585703.20211573, 432229.40141173 4585756.56859867))"
"T07365C","20-25 µg/m³","MultiLineString ((427361.86010506 4581968.38375307, 427351.41132715 4581999.76088073))"
"T07710Z","20-25 µg/m³","MultiLineString ((429408.53195566 4583769.34692846, 429444.37722763 4583797.82369887))"
"T18226B","20-25 µg/m³","MultiLineString ((432869.93110886 4582560.49484922, 432849.46892181 4582540.03297284))"
"T06982R","20-25 µg/m³","MultiLineString ((433708.09009453 4586602.17575813, 433811.33744477 4586759.37322651))"
"T10003I","20-25 µg/m³","MultiLineString ((433518.15255453 4583408.67223809, 433508.24063293 4583420.98833189, 433477.84973922 4583441.11459259))"
"T19697G","25-30 µg/m³","MultiLineString ((428159.66651807 4579488.89986256, 428158.68368313 4579510.85990405))"
"T18141X","25-30 µg/m³","MultiLineString ((431938.31385451 4585478.04435537, 431966.83211122 4585506.15118461, 431959.36515799 4585513.85025343, 431999.96451554 4585552.81600864, 432002.76450219 4585550.48298373, 432023.53068434 4585570.31585835, 432053.01059131 4585552.02160605))"
"T12503F","20-25 µg/m³","MultiLineString ((430396.80542016 4587848.79380542, 430502.92147422 4587834.17997854))"
"T03381M","20-25 µg/m³","MultiLineString ((426972.6937838 4580819.62794468, 426909.79443254 4580917.93757479))"
"T03725Q","25-30 µg/m³","MultiLineString ((430623.28017087 4580393.06054271, 430548.22882379 4580362.67106478, 430536.6728037 4580362.38415192))"
"T10863S","20-25 µg/m³","MultiLineString ((426789.2227488 4583486.60143521, 426918.34857481 4583568.92857787))"
"T10098F","20-25 µg/m³","MultiLineString ((433127.4507525 4583119.19775347, 433224.97160775 4583211.94615688))"
"T07970R","20-25 µg/m³","MultiLineString ((429975.19328908 4583961.03790646, 429941.05258499 4584006.86523571))"
"T13940A","20-25 µg/m³","MultiLineString ((431387.40378295 4581766.00486032, 431406.84595632 4581784.86474194))"
"T10684R","20-25 µg/m³","MultiLineString ((427263.65613027 4583308.28655157, 427220.67453188 4583369.9179728))"
"T21060A","20-25 µg/m³","MultiLineString ((430087.70123978 4581301.07399854, 430077.4923594 4581318.88310345))"
"T10634H","25-30 µg/m³","MultiLineString ((428587.09006662 4583424.91665664, 428561.96123021 4583451.54988842))"
"T20573Q","35-40 µg/m³","MultiLineString ((428255.45511025 4586049.62842544, 428285.72563992 4586064.08202166))"
"T10242V","20-25 µg/m³","MultiLineString ((432498.17548267 4582421.92445198, 432406.11405087 4582515.35929192))"
"T14841C","20-25 µg/m³","MultiLineString ((429098.83223916 4584526.93843393, 429147.37753494 4584555.93910824))"
"T01165Y","20-25 µg/m³","MultiLineString ((430221.12791123 4581099.22267479, 430198.18962939 4581066.76179941))"
"T01869X","25-30 µg/m³","MultiLineString ((429543.92231053 4581815.33092085, 429450.44689032 4581910.58277748))"
"T00080Q","25-30 µg/m³","MultiLineString ((432323.73832621 4580988.94357464, 432339.8689267 4580933.06136644))"
"T14086R","25-30 µg/m³","MultiLineString ((430976.59719502 4583219.25418878, 431033.15668586 4583272.29984119))"
"T11981B","25-30 µg/m³","MultiLineString ((431894.06125384 4588576.05261841, 431907.18598151 4588669.35266643))"
"T20124V","25-30 µg/m³","MultiLineString ((430710.73724096 4587100.61523752, 430747.12380844 4587168.10806957))"
"T00103G","25-30 µg/m³","MultiLineString ((432385.04010829 4581211.11345199, 432399.96416183 4581215.12934512))"
"T21422G","20-25 µg/m³","MultiLineString ((433628.28078845 4587633.42999697, 433621.23611865 4587678.41312144))"
"T16231Q","20-25 µg/m³","MultiLineString ((429661.36105558 4585308.71733924, 429670.38809162 4585311.6352752, 429709.97926067 4585325.88199666, 429721.48731372 4585330.53991653, 429728.0623612 4585335.47187439, 429744.86449717 4585350.00776982))"
"T19847C","25-30 µg/m³","MultiLineString ((432213.66421087 4584547.82384129, 432175.55237138 4584576.63817331))"
"T01913K","25-30 µg/m³","MultiLineString ((429786.28490768 4582239.56672594, 429786.99659996 4582330.50385933))"
"T18291K","20-25 µg/m³","MultiLineString ((433022.8978114 4585779.99463299, 433086.70338239 4585842.42124991))"
"T21403D","20-25 µg/m³","MultiLineString ((433856.65434636 4587528.68910266, 433888.07843587 4587534.10887339))"
"T03325E","25-30 µg/m³","MultiLineString ((427930.33310208 4581062.00803571, 427947.07647027 4581107.1059778, 427969.97382703 4581149.44686884))"
"T14102A","30-35 µg/m³","MultiLineString ((432797.55952916 4584602.88850676, 432892.73740816 4584699.15993256))"
"T16961R","20-25 µg/m³","MultiLineString ((430273.08334902 4584302.74415718, 430248.79755299 4584334.48638914))"
"T20279N","20-25 µg/m³","MultiLineString ((433426.29129681 4587609.67348834, 433520.21854931 4587623.86879982))"
"T10736M","20-25 µg/m³","MultiLineString ((426677.9848215 4583123.99472789, 426611.75335382 4583075.95715854))"
"T07859T","20-25 µg/m³","MultiLineString ((429309.27062764 4583877.8758486, 429387.52023394 4583941.68634982))"
"T02454I","20-25 µg/m³","MultiLineString ((428548.09531325 4582149.40700642, 428602.24380148 4582202.66867602))"
"T03692Y","20-25 µg/m³","MultiLineString ((430929.88310141 4580453.05431134, 430852.62222125 4580484.59094539))"
"T10481I","20-25 µg/m³","MultiLineString ((428218.92127979 4583133.21501408, 428157.75272928 4583204.81558877))"
"T08967A","20-25 µg/m³","MultiLineString ((431740.78125491 4584780.83777206, 431716.85435872 4584799.32898107))"
"T10581L","20-25 µg/m³","MultiLineString ((427542.59159021 4582917.05983104, 427514.43383665 4582955.23910367))"
"T16109P","25-30 µg/m³","MultiLineString ((430152.6237033 4584636.5655775, 430162.74511697 4584688.8635794))"
"T02524F","30-35 µg/m³","MultiLineString ((431075.82491542 4583688.25214991, 431116.87429478 4583729.78390218))"
"RD0015O",">40 µg/m³","MultiLineString ((431103.81508698 4588475.49818029, 431108.93629334 4588478.02740433, 431122.73636644 4588484.84731054, 431136.24643678 4588491.3572185, 431149.75650696 4588497.84712649, 431156.74654343 4588501.1970788, 431163.29657698 4588504.34703414, 431167.00659618 4588506.12700889, 431184.28668483 4588514.26689085, 431191.54672133 4588517.58684117, 431197.91675297 4588520.48679751, 431199.37982979 4588520.94943774))"
"T05161K","25-30 µg/m³","MultiLineString ((429853.70119576 4586741.49216921, 429870.07759235 4586790.53512289))"
"T02076C","25-30 µg/m³","MultiLineString ((430496.12443634 4582559.66582333, 430590.40330015 4582654.08725315))"
"T09838W","20-25 µg/m³","MultiLineString ((434363.38810271 4585414.4799107, 434405.38649271 4585457.45766161))"
"T21305C","25-30 µg/m³","MultiLineString ((426770.86316034 4584070.92946595, 426798.95034777 4584089.8472809))"
"T11916S","25-30 µg/m³","MultiLineString ((431969.29355763 4588204.99446177, 431912.09660238 4588222.58592276))"
