tipo_establecimiento;tipo_titularidad;municipio_codigo;municipio_nombre;Municipio URIs;direccion_via_codigo;direccion_codigo_postal;direccion_ubicacion;direccion_coordenada_x;direccion_coordenada_y;horario_acceso;codigo_dea
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Santa Engracia 118 3 ;28003;TERCERA PLANTA AL LADO DE LOS ASCENSORES Ayto. Madrid;440569;4476857;24h;2023-341
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Vallehermoso 45  ;28015;ENTRADA PRINCIPAL RECEPCION Ayto. Madrid;439886;4476261;24h;2023-342
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Alfonso Xii 26 3 Izda;28014;;441511;4474138;24H AL DÍA;2023-358
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Alonso Heredia 2  ;28028;Recepción - Hall Centro mayores AMAT;442949;4476410;9-20;2018-1060
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Camarena 181  B;28047;RECEPCIÓN - HALL CENTRO MAYORES AMAT;435946;4471118;8-20;2018-771
Establecimiento dependiente de una Administración Pública;Pública;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Benamejí 102 Baja ;28053;Recepción Hall Centro Mayores AMAT;443365;4470022;9-20;2018-814
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Prim 19  ;28004;Hall principal HERMANOS REVILLA SA;441202;4474824;;2023-518
Centro de trabajo con más de 250 trabajadores;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle Quebec S/n  ;28042;LOCAL PRIMEROS AUXILIOS HANGAR SWIFTAIR RAMPA 7 AEROPUERTO;452728;4478775;;2023-580
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda Del Camino De Santiago 40  ;28050;FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S. A. ;443093;4484202;24H;2023-209
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Calle De Basaúri 17  ;28023;MCDONALDS Edif. Oasis-Modulo B-1ª Planta;431898;4480058;8-18;2017-99
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Manoteras 12 4 ;28050;CHUBB EUROPEAN ;443227;4482171;;2023-387
Establecimiento hotelero con más de 100 plazas;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Avda De Aragón 402  ;28022;HOTEL HOLIDAY INN EXPRESS MADRID - AIRPORT-Hall principal ;453346;4477658;;2023-145
Otros;Pública;066;Griñón;https://www.wikidata.org/wiki/Q1772237;Calle De La Ermita 1  ;28971;;427511;4452119;24h;2023-146
Otros;Privada;079;Madrid;https://www.wikidata.org/wiki/Q2807;Plaza Del Descubridor Diego De Ordás 3 5 ;28003;;440629;4476926;;2023-150
Establecimiento dependiente de una Administración Pública;Pública;005;Alcalá de Henares;https://www.wikidata.org/wiki/Q46940;Calle Damas 4  ;28801;Recepción - Hall Centro Mayores AMAS;448378;4431944;;2018-685
Otros;Privada;065;Getafe;https://www.wikidata.org/wiki/Q8802;Calle De Margarita Fuente 2  ;28905;COM. PROP. ;436082;4461938;;2023-496
